negword,score
視同陌路,5
視爲寇讎,5
室怒市色,5
收成棄敗,5
鼠跡狐蹤,5
鼠憑社貴,5
數白論黃,5
束手旁觀,5
束手縛腳,5
樹大招風,5
死求百賴,5
死模活樣,5
呆小症,7
叨教,5
絞殺,7
階段分化,5
藉端,5
派頭,5
餘毒,9
窳敗,7
婢膝奴顏,5
剝膚及髓,5
不分青白,5
不拔一毛,5
不鹹不淡,5
不教而誅,5
不識好歹,5
不護細行,5
差之毫釐，謬以千里,5
豺狼當路,5
長惡靡悛,5
呼牛呼馬,7
狐埋狐揚,7
食品污染,5
胡作胡爲,7
譁世動俗,7
還珠買櫝,5
黃口小兒,5
黃粱一夢,5
毀方投圓,5
誨奸導淫,5
混水撈魚,5
禍稔惡積,9
機關算盡,7
雞飛狗走,7
及時行樂,5
極重不反,7
亟疾苛察,7
急斂暴徵,7
古奧,3
寡頭,3
問鼎,5
混帳,5
與世沉浮,5
青蠅弔客,5
風鬟雨鬢,5
稱薪而爨,5
移東補西,5
黃楊厄聞,5
天台路迷,3
幫閒,5
瓦影魚,9
微乎其微,7
賭咒,7
起事,5
犬儒,7
肉頭,3
乳臭,5
風車雲馬,5
浮收勒索,7
負材任氣,7
負恩背義,9
附勢趨炎,5
附翼攀鱗,7
高睨大談,7
拱手讓人,5
狗口裏吐不出象牙,9
狗咬呂洞賓,7
狗盜雞啼,7
狗續侯冠,5
沽譽買直,7
頭麪人物,5
突兀,5
私奔,5
私了,5
咬牙恨齒,9
牢房,3
老江湖,5
抄用,5
超載,5
懲戒,7
吃老本,5
赤痢,7
便血,5
變質,5
瀕於,3
冰雹,5
併發症,5
病毒性肝炎,7
病例,5
病原菌,5
波及,5
駁斥,7
不識閒兒,3
不恤,5
囂浮,5
小圈子,5
脅持,3
燒燬,5
神權,5
失腳,1
失眠,5
失聲,7
失學,5
械鬥,7
懈氣,5
行兇,7
挹鬥揚箕,7
淫詞褻語,7
東一榔頭，西一棒槌,5
摧毀,7
大舌頭,7
徒亂人意,7
不知甘苦,7
鹿死不擇蔭,7
附會,5
嚌嚌嘈嘈,5
夾生飯,3
假道學,7
披毛索黶,5
琵琶舊語,7
憑幾據杖,7
七舌八嘴,5
騎鶴更揚州,7
啓寵納侮,7
棄甲投戈,3
契船求劍,5
千刀萬剁,7
泯沒,5
以致,3
隱諱,5
燠熱,5
原形,5
拶指,7
徒有虛名,7
分化瓦解,5
拋頭露面　,5
一知半解　,5
陳規陋習　,5
洪水橫流,7
羊腸小道,7
天低吳楚，眼空無物,5
陶犬瓦雞,7
財政危機,7
殘喘,5
引狼自衛,7
飲鴆止渴,7
迎奸賣俏,7
庸耳俗目,5
油嘴花脣,5
遊戲筆墨,5
有頭無腦,5
右軍習氣,5
予取予求,5
餘子碌碌,5
魚魯帝虎,5
魚爛取亡,7
逾次超秩,5
榆木腦袋,5
與世俯仰,7
欲蓋而彰,7
鬻駑竊價,7
自己打自己的嘴巴,5
胸中無數,5
索然無味,5
辱國殄民,7
三心兩意,5
三般兩樣,7
三翻四覆,5
散傷醜害,5
珊珊來遲,5
傷教敗俗,7
上慢下暴,7
捨本求末,7
社鼠城狐,7
身名俱敗,7
神焦鬼爛,7
剩菜殘羹,5
搜章擿句,5
夙世冤業,9
遂非文過,7
損人益己,7
貪夫狥財,7
貪污腐化,9
探囊胠篋,5
摘句尋章,7
天地誅戮,9
天華亂墜,7
天崩地塌,9
天道寧論,7
天壤王郎,7
挑精揀肥,5
鐵心木腸,7
通風報訊,7
同惡相黨,7
偷聲細氣,7
口惠,5
潰散,7
庖代,5
疲塌,5
漂亮話,7
姘居,9
淺嚐輒止,5
敲膏吸髓,7
巧作名目,7
輕世傲物,7
輕言肆口,5
求生害仁,5
鵲巢鳩佔,5
趨附,7
析辯詭辭,7
洗垢索瘢,7
鮮衣怒馬,5
閒花野草,5
涎臉涎皮,7
嫌長道短,5
現鍾弗打,5
銷魂奪魄,9
邪魔歪道,7
興如嚼蠟,7
枯體灰心,7
來者不善,7
輕生,5
捉姦,7
愛則加諸膝，惡則墜諸淵,7
傲慢無禮,7
霸王風月,7
百無一成,7
搬脣遞舌,7
半塗而廢,7
暴虐無道,7
杯蛇幻影,7
背恩負義,7
鼻孔撩天,7
閉氣,5
蔽塞,5
東衝西撞,5
鬥脣合舌,5
遁天倍情,5
阿權膴仕,7
伐異黨同,7
飛流短長,5
飛謀薦謗,7
焚藪而田,7
低潮,3
嘀咕,3
地保,5
殺價,3
傷風,3
胡言漢語,5
胡說亂道,5
怙終不悔,7
譭鐘爲鐸,7
賄貨公行,7
火上添油,5
極情縱慾,7
假門假氏,5
架謊鑿空,7
孤豚腐鼠,5
鼓舌搖脣,7
故甚其詞,5
顧頭不顧尾,5
觀場矮人,7
冠履倒易,5
龜玉毀櫝,7
鬼蜮技倆,7
貴遠賤近,7
劌心刳肺,7
海中撈月,5
含血噀人,7
韓壽偷香,7
寒腹短識,7
好佚惡勞,7
豪取智籠,7
河東獅子吼,7
黑漆皮燈籠,7
橫行逆施,7
橫眉冷目,9
橫科暴斂,7
橫徵苛役,7
狐假鴟張,7
狐鳴梟噪,7
胡支扯葉,7
收買,7
剿襲,7
劫持,5
窩囊,7
貨色,5
變天,5
癟三,5
病包兒,7
病夫,7
駁難,7
不及,5
不人道,7
誘致,5
咂嘴弄舌,5
贓污狼藉,7
贓賄狼籍,7
造言生事,5
賊頭鼠腦,7
沾沾自衒,7
招權納賕,7
朝樑暮陳,7
指山賣磨,5
指東劃西,5
食子徇君,7
使性摜氣,5
市井小人,7
飾情矯行,7
視如陌路,5
適居其反,5
鼠雀之輩,7
鼠竄蜂逝,7
數短論長,5
水底摸月,5
說地談天,5
思婦病母,5
死有餘誅,7
鼓脣弄舌,7
鼓腦爭頭,5
故伎重演,7
故態復還,5
怪聲怪氣,5
官官相衛,7
詭形奇制,7
鬼瞰其室,7
貴少賤老,5
過屠大嚼,7
亥豕相望,5
邯鄲匍匐,7
韓盧逐逡,7
合眼摸象,5
鶴背揚州,7
黑白混淆,7
橫三順四,5
橫拖豎拉,5
橫眉怒視,9
橫僿不文,7
橫禍非災,7
狐朋狗友,7
狐裘蒙戎,7
實用主義,5
委過,5
兀傲,5
投隙抵罅,7
徒有其名,7
土豪劣紳,7
吐珠於澤，誰能不含,5
兔角牛翼,5
摶沙嚼蠟,7
推天搶地,5
頹垣敗壁,7
屯積居奇,7
跅弛不羈,7
歪風邪氣,7
外寬內忌,7
剜肉成瘡,7
玩兵黷武,9
頑皮賊骨,7
亡國之聲,7
忘乎其形,7
望文生訓,7
望梅閣老,7
危言竦論,7
爲蛇畫足,7
違天逆理,9
違法亂紀,7
唯吾獨尊,9
帷燈匣劍,7
惟利是求,7
文山會海,7
聞噎廢食,7
問官答花,7
甕天蠡海,7
烏天黑地,7
烏集之衆,7
無下箸處,7
無用武之地,7
無所忌憚,7
獨裁者,7
離棄,7
冷冰冰,5
愣頭兒青,7
倖災樂禍,5
勸誘,7
蠕蠕,7
塵埃傳染,5
硬撅撅,7
輿臺,3
泥足巨人,5
萬民塗炭,9
橡皮圖章,5
猥辭,7
黃齏淡飯,5
渾渾沈沈,5
易子而食,7
瀉肚,1
意氣洋洋,5
淫言詖行,3
愁眉,7
垂暮,7
措心積慮,7
打擊報復,7
單文孤證,5
膽喪魂驚,9
誕罔不經,5
黨邪陷正,5
倒持干戈,5
鵰心雁爪,7
雕蟲小事,5
雕鏤藻繪,5
調停兩用,5
跌腳搥胸,5
丟盔卸甲,5
東窗計,5
大民族主義,5
負氣鬥狠,9
破門而入,1
產褥感染,7
撩蜂吃螫,9
另眼看戲,3
流言風語,7
流離瑣尾,5
柳眉踢豎,7
龍屈蛇伸,7
龍馭上賓,7
漏盡鍾鳴,5
鹿死不擇廕,3
驢年馬月,5
呂安題鳳,3
履絲曳縞,7
馬耳春風,3
買上囑下,7
賣妻鬻子,7
賣俏行奸,7
埋天怨地,5
漫不加意,5
貓鼠同乳,7
毛舉細故,7
貌離神合,1
沒精打彩,7
靡靡之音,3
帝國主義,7
誇飾,3
心如刀攪,5
心寒膽落,9
豎子,7
臭皮囊,7
榱崩棟折,7
寸田尺宅,5
打家截舍,5
大廈將傾,7
待兔守株,5
擔雪填河,5
膽戰心寒,7
淡飯黃齏,5
道殣相枕,5
敵國通舟,5
貂狗相屬,5
雕蟲刻篆,5
釣譽沽名,5
東偷西摸,5
東敲西逼,5
跳踉,7
投石下並,7
安坐待斃,5
暗錘打人,5
拔葵啖棗,5
敗化傷風,5
敗國喪家,5
搬斤播兩,5
傍人籬落,5
抱殘守闕,5
抱薪救焚,5
鮑魚之肆,5
杯弓市虎,5
背義負恩,5
背山起樓,5
逼人太甚,5
刻骨仇很,9
荷荷,5
黑槍,5
抵制,3
烈火轟雷,7
流移失所,7
流離顛沛,9
龍生九子,5
龍鬼蛇神,3
龍頭鋸角,5
龍蟠虯結,5
露餐風宿,5
鸞只鳳單,5
亂首垢面,7
論黃數白,5
驢鳴狗吠,7
履霜堅冰,7
馬齒徒長,7
買笑尋歡,7
賣狗懸羊,5
謾不經意,5
滿腹狐疑,7
漫天大謊,9
毛骨聳然,9
貌合心離,1
沒查沒利,7
沒頭蒼蠅,7
迷天大罪,9
迷迷蕩蕩,7
靡不有初，鮮克有終,3
孤雛腐鼠,5
鼓脣搖舌,5
故技重演,3
顧犬補牢,5
顧後瞻前,5
瓜垢磨痕,5
官情紙薄,7
廣種薄收,5
詭雅異俗,7
鬼哭神愁,5
鬼爛神焦,9
貴壯賤老,5
劌鉥心腑,9
過橋拆橋,5
駭人聞見,7
含牙帶角,5
含垢棄瑕,7
寒心銷志,5
好行小惠,5
豪幹暴取,7
河決魚爛,9
鶴短鳧長,5
黑言誑語,5
橫眉立目,9
橫眉瞪目,9
橫攔豎擋,5
橫搶武奪,7
衡陽雁斷,5
喉長氣短,7
僞書,5
未形之患,5
無般不識,7
貶值,5
庸人,7
幽憤,7
右傾機會主義,5
漁霸,7
寓公,5
鬼怕惡人,7
示衆,3
雞鳴狗吠,9
哈哈兒,3
綁票,5
違鄉負俗,7
無名之師,7
斷炊,5
對口瘡,5
眼拙,7
喪膽銷魂,9
一座皆驚,9
慄慄危俱,8
望而生畏,7
一年被蛇咬，三年怕草索,8
疾惡如仇,9
睚眥之怨,7
謔而不虐,7
當面鼓，對面鑼,8
徒託生言,8
虛費詞說,8
不根之論,5
潑婦罵街,5
面如死灰,9
側足而立,5
吳牛喘月,7
盜憎主人,5
撲殺此獠,8
冤家路窄,8
甚囂塵上,5
鄭人爭年,7
耳邊風,7
含血噴人,8
舌劍脣槍,7
引經據典,5
舊凋重彈,7
焚花之論,5
弦外之音,7
拜物教,5
半文盲,5
愛之慾其生，惡之慾其死,7
暗室虧心,5
傲睨得志,5
巴人下里,5
白丁俗客,5
百無一用,7
敗柳殘花,5
搬石砸腳,5
包藏奸心,5
抱令守律,5
暴斂橫徵,5
杯蛇鬼車,5
背恩棄義,7
鼻孔遼天,5
湊熱鬧兒,5
打擊,5
低沉,3
封豨修蛇,7
負薪之憂　,5
毫釐千里,7
肓幹,3
批評,5
脾氣,5
寢關曝纊,7
撒科打諢,5
三言訛虎,5
身不由主,5
身名俱滅,5
神迷意奪,5
失之毫釐，謬以千里,5
搜腸刮肚,3
碎骨粉屍,9
梭天摸地,7
太歲頭上動土,7
攤書擁百城,7
談空說有,3
逃犯,5
剔蠍撩蜂,7
涕泗滂沲,9
天崩地解,7
天愁地慘,9
天下大亂,9
同業相仇,7
脫軌,5
文牘主義,5
械繫,9
朽邁,5
易子析骸,7
溢言虛美,5
淫詞穢語,7
引狼拒虎,3
飲鴆解渴,5
鷹揚虎噬,5
熒惑,7
油嘴花脣,5
餘黨,5
增生,7
智藏瘝在,7
爛片,3
看不下去,3
尿點,5
槽點,5
爛,3
很爛,5
爛尾,3
圈錢,5
無趣,3
差評,3
