negword,score
官僚主義,7
毫無意義,9
哀哀切切,9
渾渾噩噩,9
恥罵,5
髮指,7
狐疑不決,7
悔之不及,5
看不開,3
空洞洞,3
空中樓閣,7
良莠不齊,7
溜號,1
毛毛躁躁,5
沒什麼了不得,3
沒有教養,9
一擲千金,9
邋里邋遢,9
平淡無味,5
缺心眼兒,7
無道德觀念,9
無節制,9
無依無靠,9
直勾勾,9
誤國殃民,9
兒皇帝,9
問長問短,3
聲氣相通,5
矮墩墩,1
生閒氣,3
人神共憤,9
保護傘,1
狠毒,7
可恥,5
得逞,5
痛惡,7
面目可憎,7
萬惡,7
淫威,7
拙劣,3
刻毒,5
造作,3
誆騙,5
鱷魚眼淚,5
就着豬肉吃油條－膩透了,3
掩鼻而過,3
虎狼,5
害人蟲,7
狂亂,9
煩雜,1
焦躁,9
繁縟,5
背興,3
斷線風箏,1
多心,5
扯皮,3
絆腳石,5
世事紛擾,5
網漏吞舟,7
高車駟馬,5
勞師動衆,5
一隅之見,5
雷聲大雨點小,1
以蠡測海,5
衆盲摸象,5
揀佛燒香,9
重蹈覆轍,5
安於故俗，溺於舊聞,5
陳腐不堪,7
布鼓雷門,5
流落風塵,7
搖脣鼓舌,5
詞不達意,3
齊東野語,3
冗詞贅句,3
如風過耳,1
唸唸有詞,1
交頭接耳,3
矇頭轉向,3
倚門傍戶,3
遊手好閒,5
山高水險,5
風言風語,3
曾參殺人,5
伐性之斧,9
酒食徵逐,7
貪花戀酒,5
凶神惡煞,7
看人眉睫,5
鬥而鑄兵,5
沉吟不決,3
百依百順,3
諾諾連聲,3
隨俗沉浮,3
打小算盤,3
有頭沒腦,5
勢不兩立,5
養虎爲患,9
坐以待斃,5
窮形盡相,7
急如風火,3
郢書燕說,5
魚目混珠,5
弱肉強食,5
排斥異己,7
喧囂一時,3
燈蛾撲火,5
敷衍塞責,5
問柳尋花,7
掃地出門,5
犯上作亂,5
匹夫之勇,5
斗筲之人,5
金玉其外，敗絮其中,9
兔角龜毛,5
白日見鬼,3
桑榆之光，理無遠照,3
轍亂旗靡,5
俗不可醫,7
一無所成,7
大逆不道,9
惡溼居下,3
拾人涕唾,5
好歹不分,5
閉眼睛捉麻雀,3
老蠶作繭,5
引狼入室,9
自作孽,9
忘其所以,5
野草閒花,1
各自爲政,5
鉤章棘句,3
元龍高臥,5
東塗西抹,5
傲睨萬物,5
鋒芒必露,5
誇功自大,5
貪榮慕利,7
HC,5
BD,5
裝b,7
NND,5
神經病,5
暈倒,7
SL,3
鬼鬼祟祟,5
華而不實,7
假公濟私,7
粗魯,5
顛倒黑白,7
口蜜腹劍,7
擴張,1
邋遢,7
老頑固,5
吝嗇,7
淺薄,7
自滿,3
撒謊,3
好戰,3
戰爭狂,1
虛榮心,7
貪圖,5
文過飾非,5
奚落,7
反悔,1
愚蠢,7
屈節,5
禍心,5
不肖,7
奸滑,7
譎詐,7
自高自大,7
狷急,3
死心眼,3
惰性,3
庇護,3
凝滯,1
俗氣,5
愛面子,3
班門弄斧,5
莽撞,5
愚拙,7
癡愚,7
道貌岸然,7
張狂,5
狎暱,5
放浪,5
粗率,5
嬌貴,1
吊兒郎當,5
疲沓,5
鬼頭鬼腦,3
耍心眼兒,5
嘲笑,5
放任,3
吹毛求疵,5
貪慾,5
置之不顧,3
迂緩,1
蠻幹,3
等因奉此,5
吃獨食,3
鳥盡弓藏,5
優柔,3
管窺所及,1
失實,1
好高鶩遠,7
欠佳,1
白搭,1
報復,3
簸弄,3
殘品,1
輕描淡寫,1
饞鬼,1
沉冤,7
癡呆,5
抽抽兒,1
吹拍,5
蠢人,5
耽誤,3
敵意,5
蠹弊,9
惡語,5
發瘋,3
拂意,3
告吹,5
逛蕩,1
荒蕪,1
迴護,3
昏聵,7
夾帶,1
驕躁,5
倨傲,7
空文,3
離亂,7
溜邊,3
淪陷,7
拋荒,3
炮灰,5
偏護,3
飄零,3
破臉,3
遷就,3
潛逃,5
戕賊,5
強逼,5
竊據,5
圈攏,5
失信,3
示弱,5
疏放,5
私圖,5
夙仇,7
逃票,5
停滯,3
偷竊,7
頹放,5
枉法,7
妄爲,5
爲害,7
違憲,5
污染,5
誤導,5
瞎抓,5
小報告,5
懈勁,5
虛誇,5
虛詐,5
喧擾,5
血腥,5
閹割,7
要不得,3
夷滅,5
殷憂,7
陰損,5
油水,3
淤積,5
迂遠,5
愚傻,5
越權,5
雜糅,3
魔鬼,9
委瑣,7
禽獸,9
閉關鎖國,7
輕狂,7
污穢,7
窩囊廢,7
怪話,7
匪徒,7
勢利眼,7
兒女情長,3
不要臉,7
夾生,5
下場,5
造次,5
覆轍,5
煽惑,7
閻王,7
黑心,7
廢話,5
自以爲是,7
泥塑木雕,5
歪曲,5
顧盼自雄,7
陷阱,5
朝令夕改,7
壓榨,7
不仁,7
胡攪蠻纏,5
千瘡百孔,7
浮泛,7
侵越,5
聲討,5
索賄,7
朽敗,7
淫樂,7
矇昧,5
反革命,5
疲敝,5
孽種,7
繆說,5
內訌,7
爛污,7
逆流,5
教條,5
揩油,5
剌戾,5
舛誤,5
橫逆,5
訛謬,7
攙假,5
空洞無物,5
闇昧,5
師出無名,5
管中窺豹,7
妖裏妖氣,5
高傲,5
喪德,7
酒後之勇,5
虐待,7
排擠,5
指桑罵槐,7
抹殺,5
欺軟怕硬,7
漠然置之,5
氾濫,5
盲從,5
過猶不及,5
拙口鈍腮,5
不知薡蕫,5
以己度人,5
興師動衆,5
一知半解,5
遮人耳目,5
倚勢凌人,7
攝威擅勢,7
高談闊論,5
順風使帆,5
以湯止沸,5
藏頭露尾,5
黃粱夢,5
粵犬吠雪,5
附贅懸疣,5
弊端,5
覬覦,5
沒頭沒腦,5
醋罈子,5
謗書,5
嗟悔無及,7
神經質,5
惟我獨尊,7
煽誘,5
棘手,5
狗仗人勢,7
氣衝鬥牛,7
罵不絕口,7
嬌縱,7
吝惜,5
輸理,5
難以溝通,5
渣滓,5
酸不溜丟,5
歪歪扭扭,5
大大咧咧,5
玩世不恭,7
精神不振,5
脾氣暴,5
積重難返,7
名高難副,5
敗將,5
言過其實,5
冷冷,3
不容置喙,7
宰割,7
侮蔑,7
居心叵測,5
一着不慎，滿盤皆輸,3
漫天要價,5
聚斂無厭,7
偏私,3
過分,3
爭嘴,3
叱問,3
呵斥,3
勞役,5
口舌,3
澀苦,3
招致不幸,9
曇花一現,3
自相魚肉,7
不毛之地,5
才高運蹇,5
衰萎,5
荒寂,7
綁匪,5
兇橫,3
嚴苛,3
妖魔,5
咒罵,7
罪愆,9
唯命是聽,7
鐵公雞一毛不拔,9
偷偷,9
委靡不振,9
不仁不義,9
有一套,9
吆三喝四,9
刁賴,7
腐臭,9
假仁假義,9
尖嘴猴腮,7
拿腔拿調,7
煮豆燃萁,9
老謀深算,5
髒亂差,9
恩斷義絕,9
窮奢極欲,7
下流,7
苛捐雜稅,7
心懷鬼胎,7
欺人自欺,9
貪官蠹役,9
市井之徒,7
貪生怕死,7
輕諾寡信,7
腸肥腦滿,5
嫌貧愛富,5
造謗生事,5
忍心害理,7
殺人如蓺,7
求全之毀,3
臨陣脫逃,5
望風而逃,5
惹事招非,7
作奸犯科,7
洗垢球瘢,7
三頭兩面,3
鬥雞走狗,5
城狐社鼠,5
百般奉承,3
迷昏湯,5
貌似公正,5
見錢眼開,7
貪夫殉財,7
誅求無厭,7
狡滑,1
挑釁,5
心毒,9
倚老賣老,5
褊狹,7
油嘴,5
粗製濫造,5
言而無信,7
阿諛,7
養癰貽患,3
矇混,1
撒刁,5
辱沒,5
無錢吃酒，妒人面赤,5
不值一哂,5
專制,5
垂涎三尺,7
貪婪無厭,7
孬種,7
奸宄,7
花花公子,5
荒淫無恥,7
狡辯,5
爾詐我虞,3
耍手段,1
投其所好,3
千夫所指,9
扒皮,3
背叛,5
敝屣,3
狡猾,5
揚揚自得,1
扯白,3
稱大,3
侈糜,9
醜行,5
穿鑿,3
粗浮,7
催迫,5
恫嚇,3
毒計,7
犯賤,7
放恣,5
非禮,5
匪穴,5
姑寬,5
官氣,5
胡扯,1
花腔,1
賄選,3
坑蒙,3
劣跡,5
賣友,5
冒瀆,3
滅口,5
謀陷,5
奴役,7
扒手,7
貪生,5
外禍,5
吸毒,5
嫌憎,5
遭難,5
爭寵,5
阻塞,5
含混不清,5
黑洞洞,3
絮叨,9
令人不安,7
亂騰騰,5
多愁善感,3
聒耳,1
埋怨,5
怨言,3
笨重,1
磨磨蹭蹭,3
打岔,3
嘮叨,3
掉價,3
煩冗,1
迷途,3
拖累,5
怨偶,5
犯急,5
日坐愁城,1
羅掘俱窮,7
玉石俱焚,3
力不從心,3
倒戈卸甲,7
徒勞,5
無理取鬧,7
臆測,5
詛咒,7
竊位素餐,9
卑鄙無恥,9
利慾薰心,5
論調,3
朋比爲奸,5
欺侮,5
誣告,5
罪行,5
寄生蟲,3
二奶,3
冷嘲熱諷,3
謬種,7
賤骨頭,7
低賤,5
礙眼,5
死氣沉沉,5
溽暑,3
邪魔外道,5
桀犬吠堯,7
費盡心機,3
一蹶不振,7
陰魂不散,7
狐疑未決,1
笑面夜叉,5
妖言惑衆,7
一手包辦,5
張眉努眼,5
諂上欺下,5
棄甲曳兵,3
牛頭馬面,7
穿窬之盜,7
血流漂杵,5
娼妓,5
竄擾,5
盜寇,7
得計,1
獨夫,5
惡名,5
販黃,3
勾連,3
拐賣,5
裹亂,5
海匪,3
黑錢,3
禁錮,3
狂吠,5
累贅,5
流言,3
婁子,5
擄掠,5
亂套,5
傷神,5
添亂,5
兇手,5
怨府,5
無賴,9
無賴,9
望風捕影,3
自相矛盾,9
懵懵懂懂,9
雜七雜八,5
先意承志,5
意氣,5
落花流水,3
折磨,5
辣手,7
亡命,7
彆彆扭扭,5
順口,3
慘絕人寰,3
數米而炊,5
左袒,3
輕飄,5
天昏地暗,3
掣肘,5
不濟事,7
隨心所欲,3
丟人,7
粗獷,3
行賄,5
倖臣,5
絮絮,5
狐羣狗黨,5
意馬心猿,5
因公假私,5
淫心匿行,5
鷹擊毛摯,5
營私罔利,5
有氣沒力,5
誘秦誆楚,5
予取予攜,5
魚龍曼延,7
魚驚鳥散,7
逾牆窺蠙,7
榆瞑豆重,7
語近詞冗,5
鬻雞爲鳳,5
元惡大奸,9
託庇,5
拖後腿,7
玩狎,7
王八,7
爲難,5
陪了夫人又折兵,7
面牆而立,5
綿力薄材,5
梧鼠五技,3
翻來覆去,5
隔牆有耳,3
狠吞虎咽,3
繫風捕影,5
十步九回頭,7
趑趄不前,5
依樣畫葫蘆,5
事不關己，高高掛起,3
撮鹽入火,5
不置褒貶,3
喏喏連聲,5
閉門羹,5
不見棺材不落淚,5
硜砭之愚,5
送去迎來,1
送舊迎新,5
隨波逐浪,7
遂迷忘反,9
損上益下,9
踏故習常,7
汰劣留良,7
貪功起釁,7
貪位慕祿,9
饕口饞舌,5
桃李之饋,5
騰雲駕霧,7
鶗鴂彫卉,7
天方夜譚,5
天年不遂,7
添枝加葉,7
挑三撥四,7
挑脣料嘴,7
同流合汙,7
同塵合汙,7
頭梢自領,5
頭痛額熱,3
投卵擊石,9
糖衣炮彈,7
逃難,5
套交情,5
觸目,7
村學究語,5
寸長尺技,5
打死虎,7
大吆小喝,5
代越庖俎,5
誕幻不經,5
彈空說嘴,5
刀光血影,5
倒打一耙,5
道東說西,5
道微德薄,5
道殣相屬,5
雕蟲小巧,5
彫蟲篆刻,5
蹀躞不下,5
丟三拉四,5
東遊西逛,5
花槍,5
懷鬼胎,3
黃口小兒,1
呱嗒,3
光蛋,3
強文假醋,7
敲竹槓,7
巧偷豪奪,5
區聞陬見,5
雀目鼠步,9
鵲巢鳩佔,6
人亡家破,5
人面狗心,5
如此而已,5
入海算沙,5
三災六難,5
三紙無驢,5
桑中之喜,5
喪家之狗,5
山上無老虎，猴子稱大王,5
山窮水絕,5
訕皮訕臉,5
傷弓之鳥,5
捨近求遠,5
身不遇時,5
身首異地,5
神眉鬼眼,5
神號鬼哭,5
神機鬼械,5
屍祿素飡,5
失時落勢,5
失魂蕩魄,5
刺激,5
從犯,7
粗活,5
錯別字,3
造化小兒,5
油頭滑腦 ,5
衷曲,7
少氣無力,7
煙視媚行,7
舌敝脣焦,7
筋疲力盡,7
頭重腳輕,7
落月屋梁,7
畏威懷德,7
力不勝任,5
無從下手,7
大旱雲霓,7
延頸舉踵,7
心蕩神迷,7
一則以喜，一則以懼,7
叨在知己,7
撫心自問,7
怒火中燒,9
慣憤不平,9
痛定思痛,9
惙怛傷悴,9
報喪,9
暴風雨,5
悲歌,5
背氣,3
崩漏,7
鼻咽癌,7
壁上觀,7
貶責,7
誤事,5
西洋景,5
戲耍,3
現行犯,3
灑狗血,1
散落,5
喪禮,7
掃滅,5
瑟瑟,5
傻勁兒,3
傷亡,5
改竄,7
假託,3
披麻救火,1
飄茵落溷,3
貧賤驕人,7
破卵傾巢,7
七竅冒火,9
奇想天開,3
騎鶴維揚,5
棄義倍信,5
千災百難,9
前瞻後顧,9
默哀,7
依仗,7
貽誤,5
應付,7
御用,7
原子炸彈,7
雲翳,5
暈車,5
砸飯碗,7
糟改,7
增殖,7
存亡絕續,7
福無雙至,7
積羽沉舟,7
首當其衝,7
象齒焚身,7
不足爲據,7
強顏爲笑,7
百足之蟲，死而不僵,7
有錢使得鬼推磨,7
鑽皮出羽,7
強死強活　,7
未能免俗,5
立足之地,5
九霄雲外,5
手澤之遺,7
海市蜃樓,7
污泥濁水,7
不足,5
裁汰,7
殘疾,7
插腳,7
攙和,7
引車賣漿,5
營私植黨,5
遊蜂戲蝶,5
遊戲翰墨,5
有我無人,5
有氣無力,5
有聲沒氣,5
予智予雄,7
魚龍漫衍,7
逾牆鑽穴,7
愚夫蠢婦,5
語言無味,5
玉石不分,5
遇事生端,7
鬻寵擅權,5
元奸巨惡,9
各爲其主,5
竭澤而漁,7
糊塗,3
乳臭末幹,5
蔽聰塞明,5
有限如盲,5
駑馬鉛刀,5
庸醫殺人,3
寡聞少見,5
淺見,3
坎井之蛙,5
了不長進,5
東張西望,1
大聲疾呼,3
指桑罵槐 ,5
徒宅忘妻,7
以指撓沸,5
鋒芒不露,5
閉目塞聽,5
以耳代目,5
一棍子打死,7
扣槃捫燭,5
奉行故事,3
以古非今,5
知白守黑,3
作壁上觀,5
落落穆穆,5
聽任,5
大題小做,3
不相聞問杜門謝客,5
捩手覆羹,9
伶仃孤苦,9
零丁孤苦,9
流離顛疐,9
柳眉剔豎,7
龍血玄黃,7
龍首豕足,7
鏤冰雕朽,7
鏤脂翦楮,7
鹿皮蒼璧,1
鸞孤鳳只,5
亂墜天花,3
論短道長,3
履舄交錯,1
麻痹大意,5
馬去馬歸,3
罵天咒地,5
買爵販官,7
賣主求榮,7
賣官賣爵,7
謾藏誨盜,5
漫天過海,5
盲人說象,5
毛髮悚然,9
貌是心非,1
沒沒無聞,1
沒眉沒眼,1
門堪羅雀,7
黽穴鴝巢,7
迷而不反,9
迷魂淫魄,3
靡衣偷食,7
靡然順風,3
如意算盤,5
如蹈水火,5
乳臭未除,5
入主出奴,5
枘圓鑿方,5
三人成虎,5
三長四短,5
三從四德,5
喪魂失魄,5
山窮水斷,5
扇風點火,5
傷化敗俗,5
捨近即遠,5
射利沽名,5
身心交瘁,5
深仇宿怨,5
深奸巨猾,5
神鬱氣悴,5
屍祿素餐,5
失張失志,5
失精落彩,5
古董,5
故紙堆,1
官話,2
褪套兒,5
託馬斯主義,5
玩兒完,5
亡國,5
忘形,5
微詞,5
局高蹐厚,7
卷席而葬,7
決疣潰癰,9
覺人覺世,1
刻骨崩心,9
口耳相傳,5
叩心泣血,9
狂三詐四,7
來者不善，善者不來,7
狼子獸心,7
狼突豕竄,7
狼餐虎噬,7
狼顧麕驚,9
勞身焦思,3
樂昌分鏡,7
樂極悲生,5
冷窗凍壁,3
離鄉別土,9
離鸞別鶴,5
連宵達旦,5
連篇累幀,3
斂手屏足,5
臉紅筋暴,7
兩肩荷口,7
兩頭三緒,5
遼東豕,5
落落難合,5
手足重繭,5
豬突豨勇,5
死不足惜,7
人棄我取,5
曾經滄海,7
不以爲恥,7
威信掃地,5
長袖善舞,7
同惡相求,7
簧舌,5
渾蛋,5
見風是雨,5
見彈求鶚,5
江山易改，秉性難移,5
江湖騙子,5
驕奢淫泆,5
焦眉愁眼,5
角巾私第,5
桀傲不馴,5
借交報仇,5
金瓶落井,5
進退失措,5
進退狐疑,5
進退無途,5
進退維艱,5
驚心喪魄,5
驚慌無措,5
脛大於股,5
鳩奪鵲巢,5
酒食徵逐,5
居利思義,5
質傴影曲,5
智小謀大,7
重財輕義,7
驟不及防,5
誅求無度,7
助桀爲惡,7
抓乖賣俏,7
墜溷飄茵,5
拙嘴笨腮,5
捉衿見肘,7
錙銖較量,7
祖龍之虐,7
鑽穴逾隙,5
鑽隙逾牆,5
醉死夢生,7
左建外易,5
作舍道邊,5
坐失機宜,5
做鬼做神,5
亂墳崗,4
麻痹,4
孤恩負德,7
如蟻附羶,9
撒嬌撤癡,5
賊喊捉賊,5
橫眉豎眼,5
爲富不仁,7
離經叛道,5
退有後言,5
虛詞詭說,9
言行相詭,9
矜功自伐,9
煞有介事,9
耀武揚威,9
貪多務得,7
慾望難填,9
賣李鑽核,9
有利可圖,5
數米量柴,9
遊閒公子,9
無精汀採,5
無影無蹤,5
偏信則闇,5
結駟連騎,9
食不厭精，膾不厭細,9
同氣相求,9
俟河之清,9
隨波逐塵,7
碎屍萬段,9
損之又損,9
貪生畏死,9
貪財好色,7
探頭探腦,3
饕風虐雪,3
討是尋非,7
天下烏鴉一般黑,9
天打雷劈,9
天年不測,7
天高皇帝遠,7
添枝接葉,7
恬不知羞,7
挑三豁四,7
挺胸凸肚,7
同敝相濟,7
偷合苟從,7
頭上安頭,7
頭癢搔跟,7
投畀豺虎,9
鬥而鑄錐,5
豆萁相煎,5
毒瀧惡霧,7
獨是獨非,5
阿意取容,3
惡聲惡氣,5
凡偶近器,5
放刁把濫,5
飛災橫禍,5
非驢非馬,5
分斤撥兩,5
焚林而畋,5
焚琴煮鶴,7
風雨如磐,5
狠命,5
低能兒,7
抵罪,5
地主階級,5
掉舌,3
誇口,3
郎當,5
虧空,7
困處,7
拋臉,6
炮艦政策,5
偏食,5
駢枝,5
逐客令,7
抓茬兒,7
惴惴,7
搶地呼天,9
強弩之極,7
強文溮醋,7
敲冰求火,6
曲意迎合,5
鵲巢鳩居,6
惹事生非,4
人心不古,8
人莫予毒,5
日落西山,3
搶白,5
蹺蹊,3
竊竊,5
舞文飾智,5
惜指失掌,5
嘻笑怒罵,7
夏蟲語冰,5
先意承顏,7
閒神野鬼,3
衒玉自售,3
鄉壁虛造,5
橡茹藿歠,5
小醜跳樑,7
心如刀剉,5
心神不寧,5
心慌意急,7
心殞膽落,9
心驚膽寒,9
耍子,5
列強,7
醜婆子,7
蹙蹙靡騁,5
打雞罵狗,5
大煞風景,7
呆似木雞,5
戴高帽兒,5
膽小如豆,5
膽寒發豎,9
黨同伐異,5
倒持戈矛,5
道聽耳食,5
得步進步,5
低頭哈腰,5
雕蟲末伎,5
釣名要譽,5
調嘴調舌,5
丟魂丟魄,7
東抄西襲,5
東家效顰,5
東誆西騙,5
逃奔,5
逃亡,5
天曉得,7
跼天蹐地,5
拒人千里,7
距人千里,3
捐殘去殺,5
撧耳揉腮,9
撅坑撅塹,9
開門延盜,5
開鑼喝道,3
慷慨悲歌,7
克伐怨欲,3
口如懸河,3
扣壺長吟,7
枯本竭源,5
枯魚病鶴,7
刳胎殺夭,7
胯下蒲伏,7
款學寡聞,5
狂朋恠友,9
潰兵遊勇,7
拉大旗作虎皮,5
狼羊同飼,5
狼狽周章,7
狼嚎鬼叫,9
浪跡萍蹤,5
勞筋苦骨,5
樂往哀來,7
樂嗟苦咄,7
離本依末,3
離鄉背土,9
利災樂禍,7
轢釜待炊,9
連明達夜,5
連理分枝,7
連篇絫牘,3
臉無人色,7
兩面二舌,3
臨深履薄,5
便宜行事,3
惹草拈花,5
貂裘換酒,5
一唱一和,3
強壓,5
翹辮子,9
手重,5
耍錢,5
無獨有偶,3
析律舞文,7
洗垢求瑕,5
下陵上替,5
涎言涎語,7
嫌好道惡,5
梟蛇鬼怪,5
小黠大癡,7
邪門歪道,7
心不應口,5
心浮氣粗,7
心寒膽戰,9
興妖作亂,7
哭窮,5
賴帳,7
披毛求疵,1
片甲不回,1
飄樊落溷,3
貧嘴薄舌,5
曝骨履腸,7
欺君罔上,5
其勢洶洶,5
騎鶴上揚州,5
乞窮儉相,3
氣急敗喪,7
氣斷聲吞,9
棄家蕩產,7
棄舊憐新,7
千人所指,9
遷臣逐客,7
不中,5
裁處,7
殘廢,7
藏掖,5
貽害,7
原子武器,7
怨望,7
雜霸,9
賊髒,7
鼎魚幕燕,7
凶多吉少,9
禍福無門,7
山高水低,7
陷身囹圄,7
外強中乾,7
直木先伐,7
奉頭鼠竄,7
世風日下,7
自用則小,7
千呼萬喚　,5
備位充數　,7
豎子成名　,7
繁文縟節　,5
列風淫雨,7
月明千里,5
一草一木,5
剖腹藏珠,9
團團轉,7
食少事煩,7
民怨,5
磨洋工,5
木訥,3
轉臉,7
裝腔,8
追逼,7
愛富嫌貧,5
暗箭傷人,5
拔苗助長,5
跋扈飛揚,5
百弊叢生,5
敗俗傷風,5
半上落下,5
幫虎吃食,5
薄脣輕言,5
卑諂足恭,5
杯影蛇弓,5
背義忘恩,5
志廣才疏,7
重氣輕命,7
譸張爲幻,7
誅盡殺絕,7
銖施兩較,7
豬朋狗友,7
逐物不還,5
杼柚之空,5
鑄木鏤冰,5
抓破面皮,5
專欲難成,5
追懽賣笑,7
捉衿露肘,7
擢筋剝膚,7
足不出戶,5
鑽穴逾牆,5
鑽懶幫閒,5
左支右吾,5
作奸犯罪,7
坐井窺天,5
坐而待弊,5
反面無情,5
庸言庸行,5
髒心爛肺,7
謀財害命,9
率獸食人,9
叛逆,5
故作高深,5
閃爍其辭,3
自賣自誇,5
假相,3
言而無情,9
驕傲,5
炫耀,9
放蕩不羈,9
前倨後恭,9
一錢如命,9
坐地分髒,3
不稼不穡,5
不堅定,5
日食萬錢,9
一擲百萬,9
見風使帆,5
江山好改，本性難移,5
江淹才盡,5
澆淳散樸,5
驕奢放逸,5
焦思苦慮,5
焦脣乾肺,5
狡焉思肆,5
桀貪驁詐,5
截趾適履,5
解衣包火,5
斤斤較量,5
進退迍邅,5
進退無依,5
進退路窮,5
進銳退速,5
驚心眩目,5
驚心駭目,5
驚肉生髀,5
驚魂奪魄,5
井管拘墟,5
鏡分鸞鳳,5
鳩佔鵲巢,5
九閽虎豹,5
救燎助薪,5
局天扣地,5
亂麻麻,5
馬糊,4
至毒,9
褎如充耳,7
鬢亂釵橫,7
視丹如綠,7
飢腸轆轆,7
迷頭認影,7
人去樓空,7
懸腸掛肚,7
思深憂遠,7
跋前躓後,7
無可奈何,7
不知輕重,7
急於求成,7
引領而望,7
中心搖搖,7
魂不守舍,7
揎拳捋袖,9
怏怏不樂,9
萬箭攢心,9
五內俱焚,9
抱病,7
暴舉,7
揹債,5
奔突,5
崩塌,5
避諱,7
東撈西摸,5
東闖西踱,5
鬥挹箕揚,5
鈍口拙腮,5
阿世取容,3
翻手雲覆手雨,5
飯囊衣架,5
放僻邪侈,7
分金掰兩,5
風言醋語,5
河蟹,5
黑暗,7
忽悠,5
虎穴,5
地區霸權主義,7
劣馬,5
流寇主義,5
顯形,5
現世,5
撒酒瘋,5
散毒,5
喪服,7
臊氣,5
沙場,5
傷口,3
跑警報,7
泡病號,5
偏向,6
貧骨頭,7
潑辣,7
凜若冰霜,5
另楚寒巫,3
流言飛語,7
柳泣花啼,7
六朝金粉,9
龍江虎浪,7
龍蛇混雜,7
魯魚帝虎,1
鹿馴豕暴,7
路叟之憂,5
鸞分鳳離,5
亂作一團,7
論長說短,3
驢脣馬觜,7
旅進旅退,5
馬上房子,7
馬腹逃鞭,3
買笑迎歡,7
賣兒貼婦,7
賣笑追歡,7
謾天謾地,5
慢藏誨盜,5
忙不擇價,7
毛羽未豐,5
冒名接腳,7
沒可奈何,5
沒精塌彩,7
夢魂顛倒,7
迷花沾草,7
迷離徜恍,5
靡靡之聲,3
胡思亂量,5
胡謅亂道,5
譁世取名,7
渾淪吞棗,5
火妻灰子,9
吉網羅鉗,5
即鹿無虞,5
寄人檐下,5
加膝墜淵,5
假譽馳聲,5
揀精揀肥,7
教唆犯,7
月露之體,3
贓私狼藉,5
造惡不悛,5
賊臣逆子,5
札手舞腳,5
沾泥帶水,3
招花惹草,5
朝歌夜弦,5
指手劃腳,5
指雁爲羹,5
僞軍,7
文化買辦,5
污毒,5
無方,5
投間抵隙,7
徒託空言,5
途窮日暮,9
土偶蒙金,7
推聾妝啞,7
屯毛不辨,7
託鳳攀龍,7
唾壺敲缺,7
瓦釜雷鳴,9
歪心邪意,7
外感內傷,7
玩歲愒時,7
亡不旋跬,7
亡國之音,7
亡可奈何,7
枉己正人,7
枉費工夫,7
妄談禍福,7
望風而遁,7
望峯息心,7
望塵拜伏,7
爲鬼爲蜮,9
爲德不終,7
爲淵驅魚，爲叢驅雀,9
違強陵弱,7
帷箔不修,9
惟日不足,9
未竟之志,9
文身翦發,7
聞風遠遁,9
問諸水濱,7
甕聲甕氣,7
握拳透爪,9
污手垢面,5
烏飛兔走,7
屋下作屋,7
無了根蒂,7
無孔不鑽,7
無地自處,9
無如奈何,7
無所用之,7
無所施其技,7
無毒不丈夫,7
無計可奈,7
無倚無靠,7
無能爲役,7
停學,5
通姦,5
偷嘴,7
土石方,7
頹廢主義,7
活罪,5
面面相睹,4
面譽背非,5
目光如鼠,5
目動言肆,5
拿班做勢,6
泥豬癩狗,5
拈酸吃醋,5
鳥駭鼠竄,8
攀炎附熱,6
旁搖陰煽,6
十米九糠,5
拾陳蹈故,5
使乖弄巧,5
屎屁直流,5
事與原違,5
飾非養過,5
視遠步高,5
室徒四壁,5
手不應心,5
書生之見,5
鼠入牛角,5
鼠屎汙羹,5
鼠臂蟣肝,5
數典忘祖,5
束手無計,5
束手聽命,5
樹同拔異,5
霜露之悲,5
順口開河,5
說白道黑,5
司馬青衫,5
死有餘責,5
死別生離,5
死樣活氣,5
搗毀,5
變臉,5
變心,3
殯儀館,5
兵變,5
病牀,5
病害,5
病象,5
波盪,5
補考,7
不啻,7
不夠,5
不可,5
不敏,5
不外,5
不消,7
小抄兒,3
捨棄,5
身世,3
失掉,5
失口,3
失竊,5
失手,5
驕蹇,7
絞殺戰,7
藉故,5
鬧彆扭,5
悠謬,9
窳惰,5
腸阻塞,5
唱對臺戲,5
沉吟,5
吃不來,5
癡想,5
播穅眯目,5
不直一文,5
不知疼癢,5
不落邊際,5
不經之語,5
不擇生冷,5
不避斧鉞,5
不識局面,5
不辯菽麥,5
差若毫釐，謬以千里,5
豺狼橫道,5
刖趾適屨,5
贓私狼籍,5
賊臣亂子,5
沾風惹草,5
招事惹非,5
朝歌暮弦,5
證龜成鱉,5
指李推張,5
指瑕造隙,5
面諛背毀,5
謬想天開,5
目睫之論,5
泥車瓦馬,5
逆天暴物,6
黏皮着骨,5
鳥驚鼠竄,7
怕痛怕癢,5
旁門小道,6
十眠九坐,5
食不充飢,5
食不終味,5
食荼臥棘,5
使心作倖,5
使酒罵座,5
飾非拒諫,5
視財如命,5
室如縣罄,5
適得其反,5
守缺抱殘,5
獸心人面,5
鼠肝蟲臂,5
鼠腹蝸腸,5
鼠竊狗偷,5
束手坐視,5
束手就殪,5
束蒲爲脯,5
豎子成名,5
雙鳧一雁,5
順我者生，逆我者死,5
說是談非,5
死乞百賴,5
死灰槁木,5
死敗塗地,5
死聲淘氣,5
胡作亂爲,7
怙才驕物,7
滑泥揚波,5
黃口孺子,5
